class_label,original_filename,augmented_filename
0,S01_0-9_0014.jpg,S01_0-9_0014_aug001.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug002.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug003.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug004.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug005.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug006.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug007.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug008.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug009.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug010.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug011.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug012.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug013.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug014.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug015.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug016.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug017.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug018.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug019.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug020.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug021.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug022.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug023.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug024.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug025.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug026.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug027.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug028.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug029.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug030.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug031.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug032.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug033.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug034.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug035.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug036.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug037.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug038.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug039.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug040.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug041.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug042.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug043.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug044.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug045.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug046.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug047.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug048.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug049.jpg
0,S01_0-9_0014.jpg,S01_0-9_0014_aug050.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug001.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug002.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug003.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug004.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug005.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug006.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug007.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug008.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug009.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug010.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug011.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug012.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug013.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug014.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug015.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug016.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug017.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug018.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug019.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug020.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug021.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug022.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug023.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug024.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug025.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug026.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug027.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug028.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug029.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug030.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug031.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug032.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug033.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug034.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug035.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug036.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug037.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug038.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug039.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug040.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug041.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug042.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug043.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug044.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug045.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug046.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug047.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug048.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug049.jpg
0,S01_0-9_0040.jpg,S01_0-9_0040_aug050.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug001.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug002.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug003.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug004.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug005.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug006.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug007.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug008.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug009.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug010.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug011.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug012.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug013.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug014.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug015.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug016.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug017.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug018.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug019.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug020.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug021.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug022.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug023.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug024.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug025.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug026.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug027.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug028.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug029.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug030.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug031.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug032.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug033.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug034.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug035.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug036.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug037.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug038.jpg
0,S01_0-9_0041.jpg,S01_0-9_0041_aug039.jpg
